publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	preceding_publication_title_id	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	publication_type	access_type	zdb_id	gokb_tipp_uid	gokb_title_uid
Income Inequality Around the World	978-1-78560-944-2	978-1-78560-943-5							https://www.emerald.com/insight/publication/doi/10.1108/S0147-9121201644	Gradín	10.1108/S0147-9121201644		Fulltext		Emerald		2016-08-27	2016-08-27	44		Cappellari		Monograph	P		d4310ad4-4e33-476a-9ae6-9a09a7b69f8a	2a28853b-9179-4d30-8ef2-307a5b29a312
The Management Game of Communication	978-1-78635-716-8	978-1-78635-715-1							https://www.emerald.com/insight/publication/doi/10.1108/S2398-391420161	Ihlen	10.1108/S2398-391420161		Fulltext		Emerald		2016-08-26	2016-08-26	1		Brønn		Monograph	P		90c87fb6-cb92-4bca-afe4-2219998389c9	2a006744-1fe9-488f-ad91-dfb2265c37a1
Organizing Supply Chain Processes for Sustainable Innovation in the Agri-Food Industry	978-1-78635-488-4	978-1-78635-487-7							https://www.emerald.com/insight/publication/doi/10.1108/S2045-060520165	León-Bravo	10.1108/S2045-060520165		Fulltext		Emerald		2016-08-20	2016-08-20	5		Cagliano		Monograph	P		c8a68c9a-534d-472b-a102-10505f20750e	6a29fd43-4c84-4986-8929-2e62ecc82608
The Structuring of Work in Organizations	978-1-78635-436-5	978-1-78635-435-8							https://www.emerald.com/insight/publication/doi/10.1108/S0733-558X201647	Burton	10.1108/S0733-558X201647		Fulltext		Emerald		2016-08-17	2016-08-17	47		Cohen		Monograph	P		0acf9ad1-4482-4b9e-bc54-05de2cb43a1f	afe95132-28dc-453f-9afd-2544eddc0cc7
The Spread of Financial Sophistication through Emerging Markets Worldwide	978-1-78635-156-2	978-1-78635-155-5							https://www.emerald.com/insight/publication/doi/10.1108/S0196-3821201632	Dumrongwong	10.1108/S0196-3821201632		Fulltext		Emerald		2016-08-11	2016-08-11	32		Kensinger		Monograph	P		ea0d3a55-d009-44ec-866a-a9d5b5e869bf	0970455b-a0a9-41e2-817f-507ccce9c096
Perspectives on Headquarters-subsidiary Relationships in the Contemporary MNC	978-1-78635-370-2	978-1-78635-369-6							https://www.emerald.com/insight/publication/doi/10.1108/S1064-4857201617	Freiling	10.1108/S1064-4857201617		Fulltext		Emerald		2016-08-10	2016-08-10	17		Ambos		Monograph	P		2d9de698-f071-4ab2-afbf-3cafc6386f97	042762ae-eac5-4aa1-8af4-d7484cc16741
Advances in Global Leadership	978-1-78635-138-8	978-1-78635-137-1							https://www.emerald.com/insight/publication/doi/10.1108/S1535-120320159	Osland	10.1108/S1535-120320159		Fulltext		Emerald		2016-08-09	2016-08-09	9		Osland		Monograph	P		2e6f9997-faf8-42fc-8c82-fa79dbbdd915	a58eeada-cd0b-41cf-a116-37a2f862b1c5
Contemporary Issues in Applied and Professional Ethics	978-1-78635-444-0	978-1-78635-443-3							https://www.emerald.com/insight/publication/doi/10.1108/S1529-2096201615	Millett	10.1108/S1529-2096201615		Fulltext		Emerald		2016-08-04	2016-08-04	15		Grix		Monograph	P		31749222-5c30-4cfe-b2b6-e27c94f8b648	11ab5ebf-bd48-410d-b5d8-f849c7d3428a
Technological Innovation: Generating Economic Results	978-1-78635-238-5	978-1-78635-237-8							https://www.emerald.com/insight/publication/doi/10.1108/S1048-4736201626	Ceccagnoli	10.1108/S1048-4736201626		Fulltext		Emerald		2016-08-02	2016-08-02	26		Thursby		Monograph	P		1eeddf61-46b7-4497-8023-5e9d08aac1fa	863857d5-629c-42ab-8466-e7ea8f791c24
Including a Symposium on Austrian Economics in the Postwar Era	978-1-78560-960-2	978-1-78560-959-6							https://www.emerald.com/insight/publication/doi/10.1108/S0743-4154201634A	Klausinger	10.1108/S0743-4154201634A		Fulltext		Emerald		2016-07-23	2016-07-23	34A		Fiorito		Monograph	P		d578d658-eb0b-4e20-81b8-17ddc27e404f	fc709447-7cad-4c24-8c55-43da15402b40
Research in Organizational Change and Development	978-1-78635-360-3	978-1-78635-359-7							https://www.emerald.com/insight/publication/doi/10.1108/S0897-3016201624	Bunker	10.1108/S0897-3016201624		Fulltext		Emerald		2016-07-21	2016-07-21	24		Noumair		Monograph	P		953f9bea-28d5-45f4-a66e-01a5014abe10	fa12796c-0870-4f3d-8925-ee10465dd78d
International Perspectives on Crowdfunding	978-1-78560-315-0	978-1-78560-314-3							https://www.emerald.com/insight/publication/doi/10.1108/9781785603143	Frydrych	10.1108/9781785603143		Fulltext		Emerald		2016-07-20	2016-07-20			Méric		Monograph	P		63f52d2e-9cfa-46bb-b3a8-72b6949f3d80	4c4b20f3-933f-49f1-b90b-75a1232aa11f
Managing and Resolving Workplace Conflict	978-1-78635-060-2	978-1-78635-059-6							https://www.emerald.com/insight/publication/doi/10.1108/S0742-6186201622	Lewin	10.1108/S0742-6186201622		Fulltext		Emerald		2016-07-19	2016-07-19	22		Lipsky		Monograph	P		7734b77f-a155-4f78-a236-2ba7218fad3a	792eca14-7056-431e-ade2-cc26a1955e8f
Advances in Business and Management Forecasting	978-1-78635-534-8	978-1-78635-533-1							https://www.emerald.com/insight/publication/doi/10.1108/S1477-4070201611	Xie	10.1108/S1477-4070201611		Fulltext		Emerald		2016-07-18	2016-07-18	11		Lawrence		Monograph	P		f5ff9db6-5229-4ee5-8e6a-1cb3e1dd5b9a	e7898f88-9fda-4e4a-9bab-a0fe7bf4caaf
Advances in Group Processes	978-1-78635-042-8	978-1-78635-041-1							https://www.emerald.com/insight/publication/doi/10.1108/S0882-6145201633	Nakashima	10.1108/S0882-6145201633		Fulltext		Emerald		2016-07-13	2016-07-13	33		Thye		Monograph	P		6c4b26ac-8d32-4f4d-834f-1ec7a53af35a	da2dd960-a0d6-4784-ab7c-7e743f948409
Accountability and Social Responsibility: International Perspectives	978-1-78635-384-9	978-1-78635-383-2							https://www.emerald.com/insight/publication/doi/10.1108/S2043-052320169	Broomes	10.1108/S2043-052320169		Fulltext		Emerald		2016-07-12	2016-07-12	9		Crowther		Monograph	P		7e6aa9d1-d3da-4837-afce-7e64a4169c72	8c946e9f-43af-452f-8de3-ae3a8275e9aa
Advances in Mergers and Acquisitions	978-1-78635-394-8	978-1-78635-393-1							https://www.emerald.com/insight/publication/doi/10.1108/S1479-361X201615	Denison	10.1108/S1479-361X201615		Fulltext		Emerald		2016-07-05	2016-07-05	15		Finkelstein		Monograph	P		57e910e1-c300-4022-b72d-73213bc8018d	296b9d20-9f38-4184-9e30-e2e19f07af5b
Research in Personnel and Human Resources Management	978-1-78635-264-4	978-1-78635-263-7							https://www.emerald.com/insight/publication/doi/10.1108/S0742-7301201634	Cheung	10.1108/S0742-7301201634		Fulltext		Emerald		2016-06-30	2016-06-30	34		Buckley		Monograph	P		4803d700-c515-4863-98f3-948798977348	905fe79c-4825-4fbe-a34a-4cd91c9c6667
Performance Measurement and Management Control: Contemporary Issues	978-1-78560-916-9	978-1-78560-915-2							https://www.emerald.com/insight/publication/doi/10.1108/S1479-3512201631	Paladi	10.1108/S1479-3512201631		Fulltext		Emerald		2016-06-28	2016-06-28	31		Epstein		Monograph	P		d20f38d2-c98d-4e67-97ed-921b02dec30f	a816002b-1682-48f6-a67a-c5b46a169acc
Marketing in and for a Sustainable Society	978-1-78635-282-8	978-1-78635-281-1							https://www.emerald.com/insight/publication/doi/10.1108/S1548-6435201613	McDonald	10.1108/S1548-6435201613		Fulltext		Emerald		2016-06-27	2016-06-27	13		Malhotra		Monograph	P		af4f174f-312b-4ed4-a207-806844c25a3d	a5524de3-bcd8-4695-9610-cdd3cf7776c3
Dead Firms: Causes and Effects of Cross-border Corporate Insolvency	978-1-78635-314-6	978-1-78635-313-9							https://www.emerald.com/insight/publication/doi/10.1108/S1877-6361201615	Efobi	10.1108/S1877-6361201615		Fulltext		Emerald		2016-06-25	2016-06-25	15		Torres		Monograph	P		8fe5c9b3-beef-498f-ae0d-c27280f02c5e	a0066a51-22f7-496e-8dbc-02a74d060a38
Essays in Honor of Aman Ullah	978-1-78560-787-5	978-1-78560-786-8							https://www.emerald.com/insight/publication/doi/10.1108/S0731-9053201636	Badi	10.1108/S0731-9053201636		Fulltext		Emerald		2016-06-23	2016-06-23	36		GonzÁlez-Rivera		Monograph	P		f5873470-6c4e-4811-9084-5ab71c55518d	fb010636-6314-45b3-a855-c00a06fcfa25
Emotions and Organizational Governance	978-1-78560-998-5	978-1-78560-997-8							https://www.emerald.com/insight/publication/doi/10.1108/S1746-9791201612	Richard	10.1108/S1746-9791201612		Fulltext		Emerald		2016-06-07	2016-06-07	12		Ashkanasy		Monograph	P		14215088-0ac5-4088-b3c1-de6aeffe1e05	4b2731bb-ba04-4b59-a582-15791c7adf02
Social Conflict and Harmony: Tourism in China’s Multi-Ethnic Communities	978-1-78441-356-9	978-1-78441-355-2							https://www.emerald.com/insight/publication/doi/10.1108/S1571-5043201623	Yang	10.1108/S1571-5043201623		Fulltext		Emerald		2016-06-06	2016-06-06	23		Yang		Monograph	P		91e0ddf3-67eb-4ec7-a484-c5561c4f2565	106e6d3e-84e2-4e0d-87df-46c0e8489ef6
Tourism Research Paradigms: Critical and Emergent Knowledges	978-1-78350-929-4	978-1-78350-930-0							https://www.emerald.com/insight/publication/doi/10.1108/S1571-5043201622	Camargo	10.1108/S1571-5043201622		Fulltext		Emerald		2016-05-31	2016-05-31	22		Munar		Monograph	P		24b80185-ce53-464a-8386-98e84a8275b7	91781181-82df-4a7a-8985-48cf955ddc7c
Airline Efficiency	978-1-78560-940-4	978-1-78560-939-8							https://www.emerald.com/insight/publication/doi/10.1108/S2212-160920165	Yu	10.1108/S2212-160920165		Fulltext		Emerald		2016-05-31	2016-05-31	5		Bitzan		Monograph	P		4aa225ae-dee0-43e5-93d5-bb772f061816	f240ae34-46e2-4f30-9e41-275111c49600
Creative Social Change	978-1-78635-146-3	978-1-78635-145-6							https://www.emerald.com/insight/publication/doi/10.1108/S2058-88012016	Goldman Schuyler	10.1108/S2058-88012016		Fulltext		Emerald		2016-05-30	2016-05-30			Schuyler		Monograph	P		17db9cc4-fd59-438c-a91d-99fb7d4d4b8e	b8da3d59-0a15-4ce4-b110-8401661ae162
New Perspectives on Research, Policy & Practice in Public Entrepreneurship	978-1-78560-821-6	978-1-78560-820-9							https://www.emerald.com/insight/publication/doi/10.1108/S2040-724620166	Pugalis	10.1108/S2040-724620166		Fulltext		Emerald		2016-05-23	2016-05-23	6		Liddle		Monograph	P		85b728ef-6bca-411c-b5dd-42c5a4145d2e	55d1662a-cc8c-4424-90f9-19998cbbca49
Strategy Beyond Markets	978-1-78635-020-6	978-1-78635-019-0							https://www.emerald.com/insight/publication/doi/10.1108/S0742-3322201634	Baron	10.1108/S0742-3322201634		Fulltext		Emerald		2016-05-03	2016-05-03	34		Figueiredo		Monograph	P		4224e8b5-edd5-424b-859b-df8234536899	dac106fb-9536-40d3-93b7-74590b9cf84f
Studies in Austrian Macroeconomics	978-1-78635-274-3	978-1-78635-273-6							https://www.emerald.com/insight/publication/doi/10.1108/S1529-2134201620	Horwitz	10.1108/S1529-2134201620		Fulltext		Emerald		2016-04-28	2016-04-28	20		Horwitz		Monograph	P		02605d08-a6b2-4eb7-8fbf-87d4fcb4e12e	e74d1f1d-4651-4f8f-a3a1-d68b47112ebd
Research in Economic History	978-1-78635-276-7	978-1-78635-275-0							https://www.emerald.com/insight/publication/doi/10.1108/S0363-3268201632	Grubb	10.1108/S0363-3268201632		Fulltext		Emerald		2016-04-04	2016-04-04	32		Hanes		Monograph	P		25edfbf3-1137-47ad-b6dd-802a84720c8e	dadb5974-e779-4dec-8f6e-90f1f1f9e7fc
Advances in Management Accounting	978-1-78441-652-2	978-1-78441-651-5							https://www.emerald.com/insight/publication/doi/10.1108/S1474-7871201626	Mertins	10.1108/S1474-7871201626		Fulltext		Emerald		2016-03-29	2016-03-29	26		Epstein		Monograph	P		613949f5-86fd-480c-b6e7-f5576226eb96	c5eb5520-4891-44d0-8bff-582e3cfd25a6
Organization Theory	978-1-78560-946-6	978-1-78560-945-9							https://www.emerald.com/insight/publication/doi/10.1108/S2059-656120162	Peltonen	10.1108/S2059-656120162		Fulltext		Emerald		2016-03-09	2016-03-09			Peltonen		Monograph	P		de6933f4-08e2-4241-9641-501fb0c35be6	2f312984-8755-436d-a64a-a3bc5f71312a
Organizing Disaster	978-1-78560-685-4	978-1-78560-684-7							https://www.emerald.com/insight/publication/doi/10.1108/S2059-656120161	Rostis	10.1108/S2059-656120161		Fulltext		Emerald		2016-03-08	2016-03-08					Monograph	P		39794690-0670-4551-bf88-6e1ed1749f26	bba4dcea-308e-4dad-86b5-b69ef21b8ef5
Leadership Lessons from Compelling Contexts	978-1-78560-942-8	978-1-78560-941-1							https://www.emerald.com/insight/publication/doi/10.1108/S1479-357120168	Braun	10.1108/S1479-357120168		Fulltext		Emerald		2016-03-03	2016-03-03	8		Peus		Monograph	P		bedf5d5e-2a05-4a4b-9fee-bcec0f21fe47	451e8884-de99-462d-8fca-02e6df22d438
Perspectives on Libraries as Institutions of Human Rights and Social Justice	978-1-78635-058-9	978-1-78635-057-2							https://www.emerald.com/insight/publication/doi/10.1108/S0065-2830201641	Gorham	10.1108/S0065-2830201641		Fulltext		Emerald		2016-02-26	2016-02-26	41		Gorham		Monograph	P		2cb5931c-fe8d-4c49-ac44-62877de08e68	f04e6e4f-10a3-4c37-9b7c-921823b80e53
Contemporary Issues in Bank Financial Management	978-1-78635-000-8	978-1-78560-999-2							https://www.emerald.com/insight/publication/doi/10.1108/S1569-3759201697	Caruana	10.1108/S1569-3759201697		Fulltext		Emerald		2016-02-26	2016-02-26	97		Grima		Monograph	P		564b208e-61dd-404b-805c-2211c00f1bf5	09504a8e-7886-43e9-8efa-469748c29d6c
Inequality: Causes and Consequences	978-1-78560-811-7	978-1-78560-810-0							https://www.emerald.com/insight/publication/doi/10.1108/S0147-9121201643	Checchi	10.1108/S0147-9121201643		Fulltext		Emerald		2016-02-25	2016-02-25	43		Cappellari		Monograph	P		d5dcef28-e124-4490-aa68-416060b6f94d	c84e6bd6-47d7-4163-b591-0b6ab580e77a
The University Under Pressure	978-1-78560-831-5	978-1-78560-830-8							https://www.emerald.com/insight/publication/doi/10.1108/S0733-558X201646	Tutterow	10.1108/S0733-558X201646		Fulltext		Emerald		2016-02-05	2016-02-05	46		Berman		Monograph	P		2b9ece0e-ca89-423c-bb7e-333deb35a859	48968ad9-288f-4b87-841b-21dd6bee211a
Building Markets for Knowledge Resources	978-1-78635-742-7	978-1-78635-741-0							https://www.emerald.com/insight/publication/doi/10.1108/S2059-2841201602		10.1108/S2059-2841201602		Fulltext		Emerald		2016-01-25	2016-01-25			Peruta		Monograph	P		e1febe5c-6cbe-4f71-bb70-a51086427f03	f3bf23c0-c36c-4af7-a90f-ab40448c2190
Food Security in a Food Abundant World	978-1-78560-215-3	978-1-78560-214-6							https://www.emerald.com/insight/publication/doi/10.1108/S1574-8715201616	Seidu	10.1108/S1574-8715201616		Fulltext		Emerald		2016-01-12	2016-01-12	16		Schmitz		Monograph	P		e82e200d-77e7-468a-a064-7c13d4a77d16	090107ff-8e9e-4eb5-ad81-8b8f3cc12908
Advances in Accounting Education: Teaching and Curriculum Innovations	978-1-78560-767-7	978-1-78560-766-0							https://www.emerald.com/insight/publication/doi/10.1108/S1085-4622201618	Xiang	10.1108/S1085-4622201618		Fulltext		Emerald		2016-01-11	2016-01-11	18		Rupert		Monograph	P		299ac917-25b9-4f21-87aa-21823f2dbe43	6fd627da-5c16-4a4d-9671-c0eb7c54371e
Analytical Gains of Geopolitical Economy	978-1-78560-337-2	978-1-78560-336-5							https://www.emerald.com/insight/publication/doi/10.1108/S0161-7230201630B	Labrinidis	10.1108/S0161-7230201630B		Fulltext		Emerald		2016-01-07	2016-01-07	30B		Desai		Monograph	P		a879decd-fda9-458d-a479-c2c992fd1066	a3873715-3c54-414d-9f25-c35e610e944a
Dynamic Factor Models	978-1-78560-353-2	978-1-78560-352-5							https://www.emerald.com/insight/publication/doi/10.1108/S0731-9053201635	Koelbl	10.1108/S0731-9053201635		Fulltext		Emerald		2016-01-06	2016-01-06	35		Hillebrand		Monograph	P		7db49165-b2c6-4138-9351-2cd26fda73ec	b7bf49c1-1927-4027-b600-fceeb118f450
Storytelling-Case Archetype Decoding and Assignment Manual (SCADAM)	978-1-78560-217-7	978-1-78560-216-0							https://www.emerald.com/insight/publication/doi/10.1108/S1871-3173201611		10.1108/S1871-3173201611		Fulltext		Emerald		2016-01-05	2016-01-05	11		Woodside		Monograph	P		a19a3104-1e2f-41e1-ba06-19fddeb29318	84d0ab26-55d4-492e-88a9-9efdaef681a9
Towards A Comparative Institutionalism: Forms, Dynamics And Logics Across The Organizational Fields Of Health Care And Higher Education	978-1-78560-275-7	978-1-78560-274-0							https://www.emerald.com/insight/publication/doi/10.1108/S0733-558X201645	Pinheiro	10.1108/S0733-558X201645		Fulltext		Emerald		2016-01-04	2016-01-04	45		Pinheiro		Monograph	P		e9b0aa58-f5e8-4ac9-810d-7128e80b1ee0	633f42a9-ca67-4d1e-b54e-5b8de38ce32b
Food Security in an Uncertain World	978-1-78560-213-9	978-1-78560-212-2							https://www.emerald.com/insight/publication/doi/10.1108/S1574-8715201515	Schmitz	10.1108/S1574-8715201515		Fulltext		Emerald		2015-12-16	2015-12-16	15		Schmitz		Monograph	P		944940f3-9708-43e9-ba2b-0d7d8d7b829f	6aaeeadc-a52f-414b-bd11-6e8a1dbb359a
Advances in the Economic Analysis of Participatory & Labor-Managed Firms	978-1-78560-379-2	978-1-78560-378-5							https://www.emerald.com/insight/publication/doi/10.1108/S0885-3339201516	Poutsma	10.1108/S0885-3339201516		Fulltext		Emerald		2015-12-15	2015-12-15	16		Kauhanen		Monograph	P		7ec84c69-ce3f-4d81-9e17-d68287258476	0ca69f17-b95f-4f8f-aa80-5032e0ad780d
Organizational Neuroscience	978-1-78560-431-7	978-1-78560-430-0							https://www.emerald.com/insight/publication/doi/10.1108/S1479-357120157	Healey	10.1108/S1479-357120157		Fulltext		Emerald		2015-12-15	2015-12-15	7		Waldman		Monograph	P		b10ec8db-555f-4fbe-b825-6e81eb4bcf3d	7fda479f-2840-49fc-92e9-468420094092
Accessibility for Persons with Disabilities and the Inclusive Future of Libraries	978-1-78560-653-3	978-1-78560-652-6							https://www.emerald.com/insight/publication/doi/10.1108/S0065-2830201540	Schmetzke	10.1108/S0065-2830201540		Fulltext		Emerald		2015-12-14	2015-12-14	40		Wentz		Monograph	P		42531bbf-4d7f-4816-b0e6-1a44f100ca58	d495a459-dec1-48d4-87d8-90128233282d
Sustainability After Rio	978-1-78560-445-4	978-1-78560-444-7							https://www.emerald.com/insight/publication/doi/10.1108/S2043-052320158	Islam	10.1108/S2043-052320158		Fulltext		Emerald		2015-12-14	2015-12-14	8		Crowther		Monograph	P		f5a721fc-eb07-4ef2-88af-6c777fbc4ce7	785435b2-31be-4755-b365-4439f1bd94d6
E-services Adoption: Processes by Firms in Developing Nations	978-1-78560-709-7	978-1-78560-708-0							https://www.emerald.com/insight/publication/doi/10.1108/S1069-0964201523B	Woodside	10.1108/S1069-0964201523B		Fulltext		Emerald		2015-12-10	2015-12-10	23B		Quaddus		Monograph	P		a8d5c639-b89e-4570-885e-a6f2be618fd7	7e9d8fde-e047-42f5-92fe-0bd71d749759
Library Staffing for the Future	978-1-78560-499-7	978-1-78560-498-0							https://www.emerald.com/insight/publication/doi/10.1108/S0732-0671201534	Dahl	10.1108/S0732-0671201534		Fulltext		Emerald		2015-11-24	2015-11-24	34		Hines		Monograph	P		346c01e5-f262-47fe-834f-71a46cb31c77	f46181eb-dbfc-4b18-a10b-a03b1feba5be
Economic and Legal Issues in Competition, Intellectual Property, Bankruptcy, and the Cost of Raising Children	978-1-78560-563-5	978-1-78560-562-8							https://www.emerald.com/insight/publication/doi/10.1108/S0193-5895201527	Coate	10.1108/S0193-5895201527		Fulltext		Emerald		2015-11-23	2015-11-23	27		Langenfeld		Monograph	P		9bbb9734-bc46-408b-ae71-b9a296b1ab0e	ff54988b-88e5-4c59-a61b-50d3238fb861
Team Cohesion: Advances in Psychological Theory, Methods and Practice	978-1-78560-283-2	978-1-78560-282-5							https://www.emerald.com/insight/publication/doi/10.1108/S1534-0856201517	Severt	10.1108/S1534-0856201517		Fulltext		Emerald		2015-11-19	2015-11-19	17		Salas		Monograph	P		e3f0e7e2-37d4-42ed-a093-c51b5d7364cf	0b3aa5e5-c896-4a88-98ce-765493e60fa6
Consumer Culture Theory	978-1-78560-323-5	978-1-78560-322-8							https://www.emerald.com/insight/publication/doi/10.1108/S0885-2111201517	Heilbrunn	10.1108/S0885-2111201517		Fulltext		Emerald		2015-11-18	2015-11-18	17		Thyroff		Monograph	P		e39401d4-92cf-42b8-afc6-ae97c3cbe0b0	b812407b-864f-4b08-9c39-ac93713388d9
Advances in Hospitality and Leisure	978-1-78560-271-9	978-1-78560-270-2							https://www.emerald.com/insight/publication/doi/10.1108/S1745-3542201511	Jensen	10.1108/S1745-3542201511		Fulltext		Emerald		2015-11-12	2015-11-12	11		Chen		Monograph	P		0bbb768a-c12a-458e-beaf-8f44e43d3374	ace71456-14f4-4d8e-85c1-fd877bf6ecd7
The Ethical Contribution of Organizations to Society	978-1-78560-447-8	978-1-78560-446-1							https://www.emerald.com/insight/publication/doi/10.1108/S1529-2096201514	O’Shannassy	10.1108/S1529-2096201514		Fulltext		Emerald		2015-11-05	2015-11-05	14		Schwartz		Monograph	P		51db01b9-20e9-4b65-acf1-00b589a47d65	ca8015d4-fb16-4106-aa77-f625a6ba918d
